sequence_number,V_allele,D_allele,J_allele
511,ighv3-11*05,ighd2-2*02,ighj3*01
512,ighv3-64d*06,ighd4-4*01,ighj4*03
513,ighv1-45*02,ighd3-22*01,ighj5*02
514,ighv2-5*02,ighd2-8*02,ighj4*03
515,ighv2-70d*04,ighd6-25*01,ighj5*01
516,ighv3-7*05,ighd3-10*01,ighj5*02
517,ighv1-58*01,ighd1-26*01,ighj1*01
518,ighv3-62*04,ighd2-15*01,ighj4*02
519,ighv1-69*09,ighd1-20*01,ighj2*01
520,ighv2-26*02,ighd3-9*01,ighj4*03
521,ighv2-70*10,ighd2-2*02,ighj4*02
522,ighv3-33*06,ighd6-19*01,ighj4*02
523,ighv3-15*05,ighd6-6*01,ighj2*01
524,ighv3-15*05,ighd7-27*01,ighj4*02
525,ighv4-38-2*02,ighd3-22*01,ighj3*02
526,ighv1-46*03,ighd6-25*01,ighj4*02
527,ighv1-24*01,ighd1-7*01,ighj6*01
528,ighv3-9*01,ighd2-21*01,ighj3*01
529,ighv3-23d*01,ighd2-15*01,ighj3*01
530,ighv1-18*04,ighd4-4*01,ighj4*03
531,ighv3-43*02,ighd1-20*01,ighj6*04
532,ighv1-69*09,ighd1-1*01,ighj4*02
533,ighv3-nl1*01,ighd6-25*01,ighj4*03
534,ighv3-30-3*02,ighd1-26*01,ighj4*03
535,ighv2-26*02,ighd2-21*02,ighj3*02
536,ighv3-74*02,ighd3-10*02,ighj6*01
537,ighv6-1*02,ighd3-16*02,ighj3*02
538,ighv4-61*02,ighd2-15*01,ighj4*02
539,ighv1-69d*01,ighd2-8*01,ighj2*01
540,ighv2-70*20,ighd6-19*01,ighj5*01
541,ighv1-69-2*01,ighd3-16*01,ighj4*02
542,ighv1-58*02,ighd5-18*01,ighj4*03
543,ighv1-24*01,ighd1-7*01,ighj4*02
544,ighv1-46*04,ighd3-16*02,ighj2*01
545,ighv2-70*20,ighd6-25*01,ighj4*03
546,ighv6-1*02,ighd3-10*02,ighj4*03
547,ighv2-70*10,ighd4-4*01,ighj6*04
548,ighv1-2*06,ighd1-7*01,ighj6*04
549,ighv1-46*03,ighd6-6*01,ighj4*02
550,ighv1-18*03,ighd2-2*02,ighj4*02
551,ighv1-8*01,ighd2-2*02,ighj6*04
552,ighv3-35*02,ighd3-9*01,ighj4*03
553,ighv2-5*02,ighd1-26*01,ighj6*01
554,ighv3-20*01,ighd5-18*01,ighj4*03
555,ighv3-66*03,ighd1-20*01,ighj6*04
556,ighv2-26*02,ighd3-9*01,ighj3*02
557,ighv3-73*01,ighd6-25*01,ighj4*03
558,ighv2-70d*14,ighd2-15*01,ighj4*02
559,ighv2-70*20,ighd3-10*02,ighj4*03
560,ighv2-70*20,ighd2-8*02,ighj4*03
561,ighv3-73*02,ighd6-19*01,ighj2*01
562,ighv7-4-1*02,ighd1-7*01,ighj4*02
563,ighv3-30-5*01,ighd3-16*01,ighj4*02
564,ighv1-69*09,ighd6-25*01,ighj4*02
565,ighv1-58*01,ighd3-9*01,ighj6*04
566,ighv1-45*02,ighd6-19*01,ighj3*01
567,ighv3-48*03,ighd2-21*01,ighj5*02
568,ighv2-5*02,ighd1-20*01,ighj5*01
569,ighv1-69*09,ighd3-10*01,ighj4*02
570,ighv1-8*01,ighd3-3*01,ighj4*02
571,ighv1-3*02,ighd6-25*01,ighj3*01
572,ighv1-3*03,ighd2-8*02,ighj4*03
573,ighv3-64d*06,ighd1-1*01,ighj6*01
574,ighv1-18*04,ighd2-8*02,ighj3*02
575,ighv4-38-2*01,ighd4-17*01,ighj5*02
576,ighv1-69d*01,ighd4-17*01,ighj4*03
577,ighv3-73*01,ighd6-13*01,ighj4*03
578,ighv2-5*02,ighd1-20*01,ighj3*02
579,ighv2-26*02,ighd3-3*02,ighj4*03
580,ighv1-18*03,ighd5-5*01,ighj6*04
581,ighv3-49*05,ighd1-1*01,ighj2*01
582,ighv1-58*02,ighd2-21*02,ighj5*01
583,ighv3-30*03,ighd1-20*01,ighj4*02
584,ighv3-48*04,ighd6-13*01,ighj4*03
585,ighv1-69d*01,ighd5-18*01,ighj4*03
586,ighv4-59*11,ighd3-10*02,ighj6*01
587,ighv3-64d*06,ighd6-19*01,ighj4*03
588,ighv1-46*04,ighd6-6*01,ighj4*03
589,ighv2-26*02,ighd5-18*01,ighj3*02
590,ighv3-43*01,ighd1-1*01,ighj4*03
591,ighv1-45*02,ighd3-9*01,ighj4*02
592,ighv1-69-2*01,ighd7-27*01,ighj3*02
593,ighv1-69d*01,ighd3-3*01,ighj4*02
594,ighv6-1*02,ighd1-7*01,ighj1*01
595,ighv3-66*03,ighd3-3*01,ighj4*02
596,ighv1-24*01,ighd5-5*01,ighj5*01
597,ighv3-64d*09,ighd5-18*01,ighj4*02
598,ighv1-3*03,ighd5-18*01,ighj4*03
599,ighv3-64*03,ighd6-6*01,ighj4*03
600,ighv3-23*04,ighd3-9*01,ighj3*02
601,ighv3-66*03,ighd2-8*01,ighj3*01
602,ighv3-33*06,ighd3-10*01,ighj4*02
603,ighv3-20*04,ighd6-25*01,ighj4*02
604,ighv2-70*20,ighd3-3*02,ighj4*03
605,ighv1-46*03,ighd5-5*01,ighj6*04
606,ighv7-4-1*02,ighd6-25*01,ighj4*02
607,ighv2-70d*04,ighd5-18*01,ighj4*03
608,ighv1-46*04,ighd1-7*01,ighj5*01
609,ighv1-2*06,ighd3-22*01,ighj4*02
610,ighv1-8*01,ighd2-8*01,ighj3*01
611,ighv3-73*01,ighd4-4*01,ighj4*03
612,ighv1-8*02,ighd2-15*01,ighj3*02
613,ighv1-24*01,ighd3-9*01,ighj4*03
614,ighv1-69-2*01,ighd4-17*01,ighj5*02
615,ighv2-5*01,ighd3-3*01,ighj4*02
616,ighv1-8*02,ighd3-10*02,ighj4*03
617,ighv4-28*05,ighd2-2*02,ighj6*04
618,ighv1-18*04,ighd3-3*02,ighj4*03
619,ighv3-30-5*02,ighd6-6*01,ighj4*03
620,ighv2-5*02,ighd4-17*01,ighj3*02
621,ighv1-18*04,ighd3-16*02,ighj4*03
622,ighv1-8*01,ighd6-6*01,ighj6*04
623,ighv1-69*14,ighd3-3*02,ighj4*03
624,ighv3-74*02,ighd2-8*02,ighj6*01
625,ighv3-30*03,ighd3-3*01,ighj4*02
626,ighv3-62*04,ighd6-19*01,ighj5*01
627,ighv2-26*03,ighd1-1*01,ighj4*02
628,ighv2-26*03,ighd3-22*01,ighj6*04
629,ighv1-2*07,ighd6-13*01,ighj6*01
630,ighv1-69*14,ighd7-27*01,ighj4*03
631,ighv2-70d*14,ighd3-22*01,ighj4*02
632,ighv1-18*03,ighd3-10*01,ighj4*02
633,ighv1-3*02,ighd5-5*01,ighj4*02
634,ighv1-69*14,ighd3-10*02,ighj4*03
635,ighv4-59*11,ighd5-5*01,ighj4*03
636,ighv1-45*01,ighd3-10*02,ighj4*03
637,ighv2-70d*04,ighd3-10*02,ighj4*03
638,ighv1-69*09,ighd2-8*01,ighj4*02
639,ighv3-15*05,ighd2-21*01,ighj4*02
640,ighv2-70d*14,ighd1-26*01,ighj5*02
641,ighv2-70*10,ighd3-10*01,ighj4*02
642,ighv2-70d*04,ighd4-17*01,ighj4*03
643,ighv2-5*01,ighd6-6*01,ighj6*04
644,ighv1-8*02,ighd2-15*01,ighj4*03
645,ighv3-33*06,ighd3-22*01,ighj2*01
646,ighv2-5*02,ighd4-17*01,ighj4*03
647,ighv4-30-2*05,ighd6-19*01,ighj6*01
648,ighv1-69d*01,ighd3-10*02,ighj4*03
649,ighv1-58*01,ighd4-4*01,ighj6*04
650,ighv3-72*01,ighd6-25*01,ighj6*01
651,ighv1-18*04,ighd3-10*02,ighj6*01
652,ighv3-62*04,ighd1-20*01,ighj3*02
653,ighv1-46*04,ighd1-7*01,ighj2*01
654,ighv2-70*20,ighd3-3*02,ighj4*03
655,ighv1-45*01,ighd3-3*02,ighj4*03
656,ighv2-70d*14,ighd1-26*01,ighj4*02
657,ighv6-1*02,ighd1-1*01,ighj6*01
658,ighv1-58*02,ighd3-3*02,ighj5*01
659,ighv6-1*01,ighd6-19*01,ighj4*02
660,ighv1-8*02,ighd4-4*01,ighj4*03
661,ighv2-70*20,ighd3-10*02,ighj5*01
662,ighv2-26*03,ighd1-20*01,ighj4*02
663,ighv1-69d*01,ighd3-10*01,ighj6*04
664,ighv3-30-3*02,ighd2-8*02,ighj4*03
665,ighv1-2*07,ighd4-4*01,ighj5*01
666,ighv2-70d*04,ighd3-10*02,ighj2*01
667,ighv1-69-2*01,ighd3-10*01,ighj4*02
668,ighv1-8*02,ighd4-4*01,ighj4*03
669,ighv4-28*06,ighd3-16*02,ighj4*03
670,ighv3-9*02,ighd4-4*01,ighj5*01
671,ighv3-62*04,ighd2-15*01,ighj4*03
672,ighv1-69*09,ighd2-15*01,ighj4*02
673,ighv3-48*03,ighd6-25*01,ighj3*01
674,ighv1-46*03,ighd6-13*01,ighj4*02
675,ighv1-2*07,ighd1-7*01,ighj5*01
676,ighv2-5*01,ighd5-12*01,ighj5*02
677,ighv1-24*01,ighd2-21*02,ighj6*01
678,ighv1-18*04,ighd3-22*01,ighj4*03
679,ighv1-58*01,ighd6-6*01,ighj4*02
680,ighv2-70*20,ighd2-21*02,ighj6*01
681,ighv1-69-2*01,ighd6-13*01,ighj4*02
682,ighv3-49*01,ighd3-16*01,ighj6*04
683,ighv2-26*02,ighd6-19*01,ighj4*03
684,ighv3-48*03,ighd1-1*01,ighj4*02
685,ighv3-13*01,ighd2-15*01,ighj4*02
686,ighv3-74*02,ighd2-15*01,ighj3*02
687,ighv3-64d*06,ighd2-8*02,ighj6*01
688,ighv3-23d*01,ighd3-9*01,ighj6*04
689,ighv1-69*09,ighd1-1*01,ighj4*02
690,ighv1-69*09,ighd6-13*01,ighj4*02
691,ighv3-13*01,ighd6-25*01,ighj4*02
692,ighv1-45*01,ighd6-19*01,ighj6*01
693,ighv4-34*09,ighd3-3*01,ighj4*02
694,ighv1-45*01,ighd5-18*01,ighj4*03
695,ighv1-8*02,ighd3-16*02,ighj6*01
696,ighv3-30-5*02,ighd3-16*02,ighj4*03
697,ighv2-70d*14,ighd3-3*01,ighj4*02
698,ighv1-69*09,ighd2-15*01,ighj4*02
699,ighv1-24*01,ighd2-21*02,ighj6*01
700,ighv2-26*02,ighd2-21*02,ighj4*03
701,ighv1-69-2*01,ighd3-22*01,ighj4*02
702,ighv3-20*01,ighd2-2*01,ighj3*02
703,ighv3-72*01,ighd2-15*01,ighj6*01
704,ighv3-11*06,ighd2-8*02,ighj2*01
705,ighv1-3*03,ighd3-16*02,ighj4*03
706,ighv2-26*02,ighd3-16*02,ighj4*03
707,ighv3-20*01,ighd5-18*01,ighj2*01
708,ighv1-69*09,ighd2-2*02,ighj3*01
709,ighv1-18*04,ighd3-3*02,ighj4*03
710,ighv1-2*06,ighd3-3*01,ighj4*02
711,ighv2-26*02,ighd2-8*02,ighj5*01
712,ighv3-64*05,ighd6-19*01,ighj4*02
713,ighv1-69d*01,ighd2-8*01,ighj5*02
714,ighv6-1*01,ighd2-21*01,ighj4*02
715,ighv1-69-2*01,ighd3-10*01,ighj4*02
716,ighv1-69*09,ighd1-1*01,ighj4*02
717,ighv1-45*02,ighd6-6*01,ighj2*01
718,ighv1-8*01,ighd2-21*01,ighj4*02
719,ighv3-13*05,ighd6-6*01,ighj3*02
720,ighv1-69*09,ighd3-22*01,ighj4*02
721,ighv1-18*03,ighd6-25*01,ighj4*02
722,ighv3-35*02,ighd1-26*01,ighj4*03
723,ighv1-46*03,ighd6-25*01,ighj3*01
724,ighv1-69-2*01,ighd2-2*01,ighj6*01
725,ighv3-23d*01,ighd2-21*02,ighj4*03
726,ighv4-59*01,ighd2-2*02,ighj4*02
727,ighv1-45*02,ighd5-18*01,ighj3*01
728,ighv3-48*03,ighd6-25*01,ighj6*04
729,ighv1-2*06,ighd3-22*01,ighj4*02
730,ighv4-34*10,ighd2-2*01,ighj4*03
731,ighv1-69*14,ighd2-8*02,ighj4*03
732,ighv1-69d*01,ighd6-19*01,ighj5*01
733,ighv1-3*02,ighd2-15*01,ighj4*02
734,ighv2-26*02,ighd5-18*01,ighj5*01
735,ighv1-46*04,ighd2-2*01,ighj4*03
736,ighv1-69d*01,ighd1-1*01,ighj4*03
737,ighv2-26*03,ighd1-26*01,ighj4*02
738,ighv1-45*01,ighd5-5*01,ighj5*01
739,ighv1-69-2*01,ighd2-2*01,ighj4*03
740,ighv7-4-1*01,ighd6-13*01,ighj6*01
741,ighv1-2*06,ighd3-16*01,ighj4*02
742,ighv3-64d*06,ighd3-3*02,ighj4*03
743,ighv3-66*03,ighd3-9*01,ighj4*02
744,ighv1-8*02,ighd5-12*01,ighj4*03
745,ighv3-30*04,ighd6-25*01,ighj4*03
746,ighv2-5*02,ighd1-1*01,ighj3*02
747,ighv1-18*04,ighd6-25*01,ighj3*02
748,ighv3-43d*03,ighd3-16*02,ighj4*03
749,ighv1-18*04,ighd3-9*01,ighj6*01
750,ighv4-39*06,ighd5-12*01,ighj4*02
751,ighv5-10-1*03,ighd1-20*01,ighj5*02
752,ighv1-2*06,ighd5-18*01,ighj4*02
753,ighv1-3*03,ighd4-4*01,ighj4*03
754,ighv7-4-1*01,ighd2-15*01,ighj4*03
755,ighv1-69d*01,ighd3-22*01,ighj6*04
756,ighv1-2*06,ighd3-10*01,ighj5*02
757,ighv1-3*02,ighd6-25*01,ighj4*02
758,ighv1-3*03,ighd3-10*02,ighj4*03
759,ighv2-70*10,ighd3-3*01,ighj5*02
760,ighv1-46*03,ighd3-16*01,ighj4*02
761,ighv3-62*04,ighd6-25*01,ighj4*03
762,ighv3-64*03,ighd3-16*02,ighj6*01
763,ighv4-38-2*02,ighd3-22*01,ighj4*03
764,ighv3-66*01,ighd4-4*01,ighj4*03
765,ighv3-43d*04,ighd4-4*01,ighj6*04
766,ighv4-39*06,ighd6-6*01,ighj6*04
767,ighv3-35*02,ighd3-9*01,ighj6*01
768,ighv1-45*01,ighd6-19*01,ighj5*01
769,ighv1-3*02,ighd5-12*01,ighj6*04
770,ighv3-23*04,ighd3-22*01,ighj5*01
771,ighv1-69-2*01,ighd6-19*01,ighj3*01
772,ighv1-8*01,ighd1-7*01,ighj4*02
773,ighv1-69-2*01,ighd3-9*01,ighj4*02
774,ighv1-46*04,ighd2-15*01,ighj6*01
775,ighv2-70*20,ighd2-8*02,ighj3*02
776,ighv4-38-2*01,ighd5-18*01,ighj3*01
777,ighv2-70d*04,ighd6-19*01,ighj3*02
778,ighv1-45*02,ighd6-19*01,ighj4*02
779,ighv1-46*04,ighd2-2*01,ighj3*02
780,ighv1-18*03,ighd1-1*01,ighj6*04
781,ighv3-43d*03,ighd1-7*01,ighj3*02
782,ighv2-26*02,ighd6-25*01,ighj3*02
783,ighv3-66*03,ighd5-18*01,ighj4*02
784,ighv4-39*01,ighd4-4*01,ighj2*01
785,ighv3-30*03,ighd3-10*01,ighj6*04
786,ighv2-70d*04,ighd2-21*02,ighj6*01
787,ighv3-9*01,ighd3-3*01,ighj4*02
788,ighv4-34*10,ighd2-2*01,ighj3*02
789,ighv1-2*07,ighd6-25*01,ighj4*03
790,ighv2-5*02,ighd6-6*01,ighj4*03
791,ighv3-30-5*01,ighd3-22*01,ighj6*04
792,ighv1-69d*01,ighd3-9*01,ighj4*03
793,ighv3-53*02,ighd6-6*01,ighj3*02
794,ighv3-33*06,ighd6-6*01,ighj3*01
795,ighv2-5*02,ighd3-3*02,ighj3*02
796,ighv2-70d*14,ighd4-17*01,ighj3*01
797,ighv1-8*02,ighd5-12*01,ighj4*03
798,ighv2-26*02,ighd3-9*01,ighj4*03
799,ighv2-70d*14,ighd5-18*01,ighj4*02
800,ighv1-8*01,ighd3-22*01,ighj4*02
801,ighv4-61*08,ighd3-22*01,ighj3*02
802,ighv3-nl1*01,ighd3-22*01,ighj3*01
803,ighv3-62*04,ighd6-13*01,ighj6*04
804,ighv3-9*01,ighd3-16*01,ighj4*02
805,ighv1-69d*01,ighd6-25*01,ighj6*04
806,ighv1-45*01,ighd4-17*01,ighj4*03
807,ighv2-70*20,ighd1-20*01,ighj5*01
808,ighv3-11*06,ighd1-20*01,ighj6*01
809,ighv1-45*01,ighd6-19*01,ighj4*03
810,ighv3-49*05,ighd2-8*02,ighj4*03
811,ighv1-69-2*01,ighd3-10*01,ighj4*02
812,ighv1-2*06,ighd6-19*01,ighj3*01
813,ighv4-28*06,ighd5-12*01,ighj4*03
814,ighv3-30-3*02,ighd6-25*01,ighj6*01
815,ighv2-70d*04,ighd6-19*01,ighj6*01
816,ighv1-69d*01,ighd2-2*01,ighj2*01
817,ighv3-43d*03,ighd1-1*01,ighj4*03
818,ighv3-15*05,ighd4-17*01,ighj4*02
819,ighv3-7*03,ighd3-22*01,ighj3*02
820,ighv1-8*02,ighd3-22*01,ighj4*03
821,ighv1-58*02,ighd6-6*01,ighj4*03
822,ighv2-5*02,ighd1-1*01,ighj6*01
823,ighv4-30-2*05,ighd1-7*01,ighj5*01
824,ighv1-58*02,ighd3-9*01,ighj4*03
825,ighv1-2*06,ighd5-12*01,ighj3*01
826,ighv2-70d*04,ighd3-22*01,ighj6*01
827,ighv2-5*02,ighd6-19*01,ighj6*01
828,ighv1-3*03,ighd5-5*01,ighj4*03
829,ighv3-49*05,ighd2-2*01,ighj4*03
830,ighv4-38-2*01,ighd5-5*01,ighj6*04
831,ighv3-74*02,ighd5-18*01,ighj4*03
832,ighv4-30-4*02,ighd2-2*01,ighj4*03
833,ighv6-1*02,ighd6-13*01,ighj4*03
834,ighv3-64*03,ighd3-10*02,ighj5*01
835,ighv4-30-4*02,ighd1-26*01,ighj6*01
836,ighv1-45*01,ighd5-12*01,ighj4*03
837,ighv1-24*01,ighd6-25*01,ighj6*01
838,ighv2-70*10,ighd1-7*01,ighj3*01
839,ighv2-5*02,ighd6-13*01,ighj4*03
840,ighv3-9*02,ighd3-16*02,ighj4*03
841,ighv5-10-1*04,ighd3-16*02,ighj4*03
842,ighv4-59*01,ighd3-3*01,ighj6*04
843,ighv2-70d*04,ighd2-21*02,ighj4*03
844,ighv1-58*01,ighd7-27*01,ighj4*02
845,ighv1-69*14,ighd2-15*01,ighj6*01
846,ighv1-58*02,ighd3-10*02,ighj6*01
847,ighv1-8*01,ighd5-5*01,ighj5*02
848,ighv1-45*02,ighd4-17*01,ighj4*02
849,ighv2-70d*04,ighd2-8*02,ighj4*03
850,ighv1-69*14,ighd6-13*01,ighj3*02
851,ighv2-5*01,ighd5-18*01,ighj5*02
852,ighv2-70d*14,ighd5-12*01,ighj4*02
853,ighv1-69-2*01,ighd6-25*01,ighj4*02
854,ighv4-61*02,ighd4-17*01,ighj4*02
855,ighv1-3*03,ighd6-25*01,ighj2*01
856,ighv1-69d*01,ighd6-19*01,ighj4*02
857,ighv2-26*02,ighd3-10*02,ighj5*01
858,ighv4-34*09,ighd6-19*01,ighj6*04
859,ighv1-69*14,ighd5-5*01,ighj4*03
860,ighv2-5*02,ighd6-6*01,ighj4*03
861,ighv1-58*02,ighd3-10*02,ighj4*03
862,ighv4-30-4*01,ighd1-7*01,ighj6*04
863,ighv1-18*03,ighd3-9*01,ighj6*04
864,ighv3-9*01,ighd6-6*01,ighj5*02
865,ighv1-45*01,ighd6-6*01,ighj3*02
866,ighv1-24*01,ighd2-8*02,ighj6*01
867,ighv2-26*02,ighd3-10*02,ighj4*03
868,ighv1-24*01,ighd2-15*01,ighj6*01
869,ighv1-46*03,ighd3-16*01,ighj6*04
870,ighv1-18*04,ighd3-3*02,ighj4*03
871,ighv1-2*07,ighd5-5*01,ighj4*03
872,ighv1-8*01,ighd3-3*01,ighj5*02
873,ighv3-21*02,ighd5-12*01,ighj4*02
874,ighv1-58*02,ighd4-4*01,ighj4*03
875,ighv1-3*03,ighd6-13*01,ighj6*01
876,ighv3-23*01,ighd3-16*01,ighj6*04
877,ighv2-26*02,ighd2-21*02,ighj4*03
878,ighv3-62*04,ighd7-27*01,ighj3*02
879,ighv1-3*02,ighd5-18*01,ighj4*02
880,ighv1-69-2*01,ighd2-8*02,ighj4*03
881,ighv2-70d*14,ighd6-19*01,ighj5*02
882,ighv1-46*04,ighd6-19*01,ighj4*03
883,ighv3-43d*03,ighd2-21*02,ighj4*03
884,ighv2-70*10,ighd5-18*01,ighj6*04
885,ighv1-8*02,ighd5-12*01,ighj4*03
886,ighv1-69*09,ighd5-12*01,ighj3*01
887,ighv2-70*20,ighd1-20*01,ighj6*01
888,ighv5-10-1*04,ighd5-12*01,ighj1*01
889,ighv3-66*03,ighd4-17*01,ighj6*04
890,ighv2-26*03,ighd4-17*01,ighj4*02
891,ighv1-2*06,ighd3-3*01,ighj6*04
892,ighv1-58*02,ighd6-13*01,ighj6*01
893,ighv4-30-4*02,ighd3-9*01,ighj4*03
894,ighv3-48*04,ighd3-16*02,ighj4*03
895,ighv4-61*08,ighd7-27*01,ighj6*01
896,ighv1-2*07,ighd1-20*01,ighj4*03
897,ighv3-66*01,ighd3-22*01,ighj4*03
898,ighv2-70*10,ighd3-16*01,ighj6*04
899,ighv4-31*02,ighd6-13*01,ighj4*03
900,ighv3-53*02,ighd5-18*01,ighj4*03
901,ighv3-48*04,ighd6-6*01,ighj4*03
902,ighv3-62*04,ighd5-5*01,ighj3*02
903,ighv2-26*02,ighd3-9*01,ighj4*03
904,ighv2-70d*14,ighd6-13*01,ighj4*02
905,ighv1-24*01,ighd4-4*01,ighj1*01
906,ighv4-30-4*01,ighd2-15*01,ighj6*04
907,ighv1-18*03,ighd4-17*01,ighj4*02
908,ighv2-70*20,ighd2-8*02,ighj5*01
909,ighv1-46*03,ighd3-10*01,ighj3*01
910,ighv1-69d*01,ighd4-17*01,ighj4*02
911,ighv1-2*06,ighd3-9*01,ighj5*02
912,ighv3-20*01,ighd1-20*01,ighj5*01
913,ighv1-69d*01,ighd2-8*02,ighj4*03
914,ighv2-70d*04,ighd3-16*02,ighj4*03
915,ighv1-8*02,ighd1-1*01,ighj3*02
916,ighv3-64*03,ighd3-9*01,ighj4*03
917,ighv2-70d*04,ighd4-17*01,ighj4*03
918,ighv2-5*02,ighd3-22*01,ighj4*03
919,ighv1-45*02,ighd2-21*01,ighj6*04
920,ighv2-70d*04,ighd6-19*01,ighj6*01
921,ighv3-66*03,ighd3-16*01,ighj6*04
922,ighv1-58*01,ighd4-17*01,ighj6*04
923,ighv2-26*02,ighd6-25*01,ighj4*03
924,ighv1-24*01,ighd1-7*01,ighj4*02
925,ighv3-74*03,ighd2-8*01,ighj4*02
926,ighv3-nl1*01,ighd6-13*01,ighj1*01
927,ighv1-69*09,ighd3-16*01,ighj4*02
928,ighv2-70*20,ighd6-6*01,ighj4*03
929,ighv1-69-2*01,ighd3-9*01,ighj6*04
930,ighv3-64d*06,ighd3-16*02,ighj6*01
931,ighv3-33*06,ighd3-10*01,ighj4*02
932,ighv1-3*02,ighd3-10*01,ighj4*02
933,ighv1-2*07,ighd2-8*02,ighj6*01
934,ighv3-15*06,ighd1-26*01,ighj4*03
935,ighv1-45*02,ighd6-19*01,ighj4*02
936,ighv3-49*05,ighd3-22*01,ighj6*01
937,ighv3-64*05,ighd6-13*01,ighj6*04
938,ighv1-69-2*01,ighd6-6*01,ighj4*03
939,ighv3-43*02,ighd5-5*01,ighj4*02
940,ighv1-69*09,ighd3-9*01,ighj6*04
941,ighv3-43d*04,ighd6-6*01,ighj5*02
942,ighv3-11*06,ighd3-9*01,ighj5*01
943,ighv1-69*14,ighd1-20*01,ighj4*03
944,ighv1-45*01,ighd4-4*01,ighj4*03
945,ighv4-31*02,ighd6-19*01,ighj4*03
946,ighv1-69-2*01,ighd3-16*02,ighj4*03
947,ighv1-69-2*01,ighd5-12*01,ighj3*02
948,ighv1-8*02,ighd1-20*01,ighj4*03
949,ighv1-2*07,ighd3-10*02,ighj6*01
950,ighv3-21*06,ighd2-15*01,ighj5*01
951,ighv1-2*07,ighd3-22*01,ighj4*03
952,ighv3-9*02,ighd5-5*01,ighj4*03
953,ighv4-30-4*01,ighd1-1*01,ighj4*02
954,ighv1-24*01,ighd6-13*01,ighj6*01
955,ighv3-66*03,ighd4-17*01,ighj4*02
956,ighv4-4*08,ighd5-5*01,ighj5*01
957,ighv1-18*03,ighd3-22*01,ighj4*02
958,ighv3-74*02,ighd3-3*02,ighj4*03
959,ighv2-70*20,ighd1-1*01,ighj4*03
960,ighv3-49*01,ighd3-3*01,ighj4*02
961,ighv1-45*01,ighd6-25*01,ighj3*02
962,ighv1-24*01,ighd6-6*01,ighj6*04
963,ighv2-70d*04,ighd5-18*01,ighj6*01
964,ighv1-69d*01,ighd4-17*01,ighj6*01
965,ighv1-3*02,ighd5-12*01,ighj4*02
966,ighv3-11*06,ighd6-19*01,ighj5*01
967,ighv2-26*03,ighd2-21*01,ighj5*02
968,ighv1-18*04,ighd2-15*01,ighj4*03
969,ighv1-58*02,ighd1-7*01,ighj3*02
970,ighv2-70*20,ighd1-20*01,ighj4*03
971,ighv3-73*02,ighd3-9*01,ighj4*02
972,ighv5-10-1*04,ighd3-9*01,ighj3*02
973,ighv3-43*02,ighd5-12*01,ighj4*02
974,ighv3-53*02,ighd5-18*01,ighj3*02
975,ighv1-58*01,ighd3-10*01,ighj6*04
976,ighv1-8*01,ighd6-19*01,ighj3*01
977,ighv3-73*02,ighd4-4*01,ighj5*02
978,ighv4-61*02,ighd3-22*01,ighj6*04
979,ighv1-45*01,ighd6-25*01,ighj3*02
980,ighv1-18*03,ighd3-10*01,ighj4*02
981,ighv3-30-3*02,ighd2-15*01,ighj3*02
982,ighv4-59*11,ighd2-8*02,ighj6*01
983,ighv1-69*14,ighd6-13*01,ighj4*03
984,ighv5-10-1*03,ighd6-13*01,ighj4*02
985,ighv3-30*03,ighd3-22*01,ighj6*04
986,ighv2-70*10,ighd1-20*01,ighj5*02
987,ighv1-58*01,ighd3-22*01,ighj4*02
988,ighv3-30-3*03,ighd6-19*01,ighj4*02
989,ighv3-43*02,ighd6-19*01,ighj4*02
990,ighv1-18*04,ighd4-17*01,ighj2*01
991,ighv3-66*01,ighd4-4*01,ighj5*01
992,ighv1-2*06,ighd6-19*01,ighj4*02
993,ighv3-72*01,ighd6-6*01,ighj4*03
994,ighv5-51*03,ighd3-3*01,ighj2*01
995,ighv3-30-3*02,ighd5-12*01,ighj4*03
996,ighv3-7*03,ighd6-6*01,ighj3*02
997,ighv2-5*02,ighd1-26*01,ighj5*01
998,ighv3-53*02,ighd3-22*01,ighj4*03
999,ighv3-43d*04,ighd7-27*01,ighj4*02
1000,ighv3-64*05,ighd3-16*01,ighj2*01
1001,ighv1-58*02,ighd3-3*02,ighj1*01
1002,ighv3-11*05,ighd1-20*01,ighj4*02
1003,ighv1-46*03,ighd1-7*01,ighj3*01
1004,ighv3-53*01,ighd3-3*01,ighj4*02
1005,ighv3-15*05,ighd6-6*01,ighj6*04
1006,ighv4-59*11,ighd1-26*01,ighj4*03
1007,ighv4-39*06,ighd2-2*02,ighj3*01
1008,ighv3-11*05,ighd3-22*01,ighj4*02
1009,ighv1-18*03,ighd2-21*01,ighj4*02
1010,ighv1-69*09,ighd1-7*01,ighj5*02
1011,ighv1-2*06,ighd2-21*01,ighj4*02
1012,ighv3-72*01,ighd3-16*01,ighj4*02
1013,ighv1-69d*01,ighd4-4*01,ighj4*03
1014,ighv3-23d*01,ighd2-15*01,ighj3*01
1015,ighv3-30-5*02,ighd6-19*01,ighj4*03
1016,ighv1-18*04,ighd6-6*01,ighj4*03
1017,ighv1-69-2*01,ighd1-1*01,ighj4*03
1018,ighv6-1*01,ighd6-25*01,ighj6*04
1019,ighv4-39*06,ighd4-17*01,ighj6*04
1020,ighv3-73*02,ighd3-16*01,ighj3*01
